class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;6.96;x;t;e;f;x;d;w;4.83;16.03;b;;w;;;f;f;;d;a
e;4.22;x;;r;f;a;;r;6.25;7.33;;;r;;;f;f;;d;u
e;4.74;b;g;g;f;a;d;g;5.05;3.48;;s;g;;;f;f;;d;s
p;17.02;s;k;w;t;d;d;w;6.82;27.48;;;w;;;f;f;;d;a
p;4.84;o;s;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;a
e;11.1;x;t;n;t;p;;y;8.7;22.4;;;n;;;f;f;;d;u
e;2.43;f;y;n;f;a;d;p;7.86;3.77;;i;n;;;f;f;;h;u
p;4.27;c;i;y;f;;c;n;6.87;7.79;;;w;;;f;f;;d;u
e;22.33;p;y;n;f;;;w;23.97;17.61;s;;n;;;t;m;;m;u
e;5.65;p;s;w;f;e;c;k;4.71;12.63;;;w;;w;t;e;;g;u
p;9.51;x;;n;f;x;c;w;10.78;13.79;r;i;w;;;f;f;;d;a
p;7.39;x;d;n;t;d;c;w;7.01;8.33;;;e;;;f;f;;d;a
p;12.49;x;;n;f;e;;w;11.21;17.02;;;w;u;w;t;g;;d;a
p;1.57;b;h;n;f;a;;n;4.19;1.54;;t;n;;;f;f;;h;a
e;7.12;x;;w;f;e;;w;6.8;14.22;b;;w;u;w;t;g;;d;u
p;10.7;s;t;p;t;d;c;p;8.7;18.34;;;p;;;t;f;;d;u
e;3.84;x;s;w;f;d;d;w;4.17;6.47;;;w;;;f;f;;g;a
e;10.27;x;h;y;f;p;;y;6.8;14.92;;;y;;y;t;;;d;u
p;5.48;f;d;n;t;d;c;w;6.11;9.05;;;e;;;f;f;;d;a
p;2.59;o;;g;f;f;f;f;3.24;15.78;;g;n;;;f;f;;d;u
e;4.08;x;;r;f;a;;r;5.76;6.61;;;l;;;f;f;;l;u
p;2.5;f;s;o;f;a;;o;3.51;5.92;;;o;;;f;f;;m;a
p;7.43;o;;n;f;f;f;f;2.55;21.83;;g;n;;;f;f;;d;s
p;5.97;b;s;e;f;e;;y;8.42;8.49;;;o;;;f;f;;g;u
e;7.57;x;t;n;f;a;d;n;7.35;6.14;;t;g;;;t;l;;d;a
e;14.88;x;y;n;t;e;;w;9.53;16.42;;;w;;;t;;;d;u
e;6.98;f;s;w;f;e;c;n;4.95;12.88;;;w;;w;t;e;;g;a
e;4.46;x;y;g;f;s;;w;4.41;7.82;;;w;;;f;f;;d;u
e;5.79;c;;g;f;f;f;f;6.03;20.15;;;n;;;f;f;;d;s
p;1.9;x;i;k;f;a;;p;4.34;2.47;;;w;;;f;f;p;g;a
e;8.62;s;;g;f;s;c;g;8.05;20.36;b;;u;;;f;f;;d;w
p;3.82;x;y;n;f;a;;w;6.13;3.63;;y;n;;;t;r;;h;u
p;3.32;b;;g;f;a;;k;9.81;2.6;;;g;;w;f;f;k;g;u
e;4.15;x;;n;f;x;c;n;7.68;7.74;b;;w;;w;t;;;d;u
e;4.07;f;h;n;f;;c;n;7.05;6.6;;s;w;;w;f;f;k;d;u
p;12.62;x;;n;f;e;;w;11.03;14.16;;;w;u;w;t;g;;d;a
e;3.45;x;h;e;f;a;c;e;3.97;5.76;;;o;;;f;f;;g;w
e;16.39;f;y;w;f;;;w;19.31;16.99;s;;n;;;t;m;;m;a
p;21.3;f;d;e;f;p;;y;6.15;43.68;;;n;;;f;f;;d;w
e;3.49;s;d;n;t;d;c;p;4.72;5.91;;;g;;;f;f;;d;a
e;4.0;x;d;n;f;p;;e;4.95;10.14;;;n;;;f;f;;d;a
e;3.24;x;k;n;f;p;;n;4.41;10.33;;;y;;;f;f;;d;a
p;3.57;b;y;e;f;e;c;w;4.56;3.72;;k;w;;;t;e;;m;u
e;2.8;x;s;o;f;a;c;o;4.69;6.69;;;o;;;f;f;;g;u
e;3.84;f;y;n;f;a;d;p;8.38;3.53;;i;n;;;f;f;;h;u
e;7.42;x;d;n;t;p;;y;5.92;12.76;;;e;;;f;f;;d;a
p;1.28;x;;n;f;;;k;5.0;2.6;;s;n;;;f;f;k;g;a
e;10.47;f;e;b;f;;c;b;5.48;23.28;;;w;;;t;f;;d;a
e;14.88;x;y;n;t;e;;w;10.06;17.83;;;w;;;t;;;d;u
e;9.84;s;;w;t;d;c;p;5.88;24.93;;;w;;;f;f;;d;a
e;1.83;x;;u;f;;d;w;5.42;3.88;;;w;;;f;f;;d;a
p;2.34;x;g;e;f;a;;w;5.22;2.23;;;n;;;f;f;;d;a
p;3.7;b;t;n;f;;;n;7.83;5.47;;;w;;;t;;k;g;a
e;13.03;f;y;e;f;;;w;8.37;27.01;b;;n;;w;t;e;;d;w
p;9.03;s;;o;t;d;;o;4.87;12.54;;;w;;;t;f;;d;a
e;2.64;x;;u;f;;d;w;6.89;4.87;;;w;;;f;f;;d;u
e;10.44;f;e;b;f;;c;b;5.19;19.32;;;w;;;t;f;;d;a
e;5.64;p;;g;f;f;f;f;5.47;19.55;;;n;;;f;f;;l;s
p;6.84;f;;g;f;d;c;w;5.95;11.01;b;;n;;;f;f;;l;w
e;9.35;f;s;n;f;d;d;w;7.85;14.56;;i;n;;;t;;w;d;w
p;2.31;b;;g;f;a;;g;5.16;2.09;;s;n;;;f;f;;d;u
p;11.63;x;t;n;f;a;d;w;10.44;30.66;;;w;;;f;f;;d;u
e;6.32;x;y;n;f;e;c;p;4.96;9.31;;y;n;;;f;f;;d;u
p;8.47;x;g;n;f;e;;w;9.3;16.31;;y;w;u;w;t;p;;d;u
p;10.04;s;t;p;t;d;c;p;8.66;18.36;;;p;;;t;f;;d;a
p;2.07;b;g;o;f;;c;n;6.65;3.15;;;n;;;f;f;;d;s
e;22.69;p;w;n;f;p;;y;17.97;70.37;;;n;;;f;f;;d;u
e;5.17;s;l;n;f;f;f;f;6.56;43.67;;;n;;;f;f;g;d;a
e;5.91;f;h;g;f;s;d;g;4.43;9.86;;s;g;;;f;f;;d;a
p;3.76;x;y;n;f;a;;w;5.21;3.32;;y;n;;;t;r;;g;a
e;12.1;f;e;b;f;;c;b;5.29;21.81;;;w;;;t;f;;d;a
e;5.06;x;d;y;t;p;;y;5.26;12.27;;;y;;;f;f;;d;u
e;0.94;b;g;g;f;;;g;2.78;1.25;;;w;;;f;f;;d;u
p;8.39;b;y;n;f;;;p;14.74;17.95;;;w;;;f;f;;d;a
e;1.55;x;w;g;f;;d;k;5.24;2.46;;;w;;;f;f;;d;s
p;7.64;x;s;n;t;s;d;w;5.39;15.16;r;y;n;;;f;f;;d;a
p;3.15;b;s;y;f;;c;r;8.93;6.85;;;y;u;w;t;z;r;d;s
p;3.51;f;d;b;f;x;c;y;3.46;2.88;b;i;n;;;f;f;;l;a
p;3.69;x;s;y;f;;c;r;6.84;6.65;;;y;u;w;t;z;r;d;u
e;10.36;x;h;n;t;p;;n;6.67;16.93;;;n;;w;t;p;;d;a
e;6.45;s;l;n;f;f;f;f;8.99;67.2;;;n;;;f;f;g;d;u
p;3.36;f;d;n;f;x;c;y;3.72;2.69;b;s;n;;;f;f;;d;a
e;6.03;s;;y;f;a;c;w;6.54;16.97;;;w;;;f;f;;d;a
e;5.8;s;;y;f;a;c;w;6.38;15.46;;;g;;;f;f;;d;u
e;6.04;x;t;g;f;a;d;n;5.81;5.27;;t;w;;;t;l;;d;u
p;2.99;f;s;o;f;a;;y;3.16;5.73;;;y;;;f;f;;h;a
e;1.17;c;g;n;f;a;;g;4.86;1.4;;;g;;;f;f;;l;a
p;5.66;x;;w;f;;c;r;3.71;12.69;;;y;;;f;f;;d;a
p;7.36;s;h;n;t;d;;w;4.59;11.77;;t;g;;;f;f;;d;a
p;0.75;x;g;y;f;;;y;3.6;0.78;;;y;;;f;f;;d;a
e;10.54;f;;w;f;d;c;w;2.48;12.89;;;w;;;f;f;;d;a
e;2.47;x;h;o;f;a;c;e;3.72;6.32;;;e;;;f;f;;g;u
e;3.73;f;g;n;f;a;d;g;4.73;2.82;;s;n;;;f;f;;d;w
p;1.14;f;s;y;f;f;f;f;2.55;5.22;;;y;;;f;f;;d;u
e;4.36;x;t;n;f;p;;n;5.41;11.23;;;n;;;f;f;;d;a
e;7.71;f;g;n;f;s;;n;8.44;11.02;;t;o;;;f;f;;d;a
p;3.34;f;d;y;f;a;;y;5.06;6.14;;t;y;;;f;f;;g;u
e;8.13;f;s;k;f;a;c;w;5.11;17.55;;;w;;;f;f;;d;u
p;3.11;o;;g;f;f;f;f;3.25;16.69;;g;n;;;f;f;;d;u
e;3.3;f;h;n;f;;c;k;6.0;6.93;;s;w;;w;f;f;k;d;u
e;0.85;p;g;w;f;;;g;2.29;1.44;;;w;;;f;f;;d;w
p;3.13;o;;g;f;f;f;f;3.61;13.0;;g;g;;;f;f;;d;a
e;5.86;x;;w;f;e;;w;6.09;13.17;b;;w;u;y;t;g;;d;u
e;11.19;p;y;w;f;e;c;w;21.55;13.93;;s;w;;;t;e;;g;u
p;3.53;x;s;y;f;;c;k;9.95;8.25;;;y;u;w;t;z;r;d;u
p;23.41;f;s;n;f;p;;y;5.45;38.48;;;n;;;f;f;;d;w
p;3.86;f;;u;f;a;;w;4.58;7.37;;;w;;;f;f;;d;a
e;4.15;f;;w;f;x;c;g;5.87;3.53;;;w;;;f;f;;d;a
e;4.51;x;s;n;f;p;;n;5.11;12.36;;;n;;;f;f;;d;a
e;5.71;x;y;n;f;e;c;p;5.23;9.75;;y;n;;;f;f;;d;u
p;2.12;b;g;o;f;;c;n;6.2;3.25;;;n;;;f;f;;m;u
e;4.89;f;y;n;f;s;;y;4.85;7.04;;;w;;;f;f;;d;u
p;1.52;b;h;n;f;a;;n;4.79;1.5;;t;n;;;f;f;;g;s
e;6.95;s;;y;f;a;c;w;7.6;20.04;;;g;;;f;f;;d;u
e;6.04;x;;w;f;e;;w;6.08;11.78;b;;w;u;w;t;g;;d;u
p;6.54;s;d;y;f;d;c;y;4.07;6.7;;;o;;;f;f;;h;a
e;3.15;s;d;p;t;d;c;p;3.72;4.75;;;g;;;f;f;;d;u
e;1.06;f;g;e;t;a;;w;5.37;1.1;;;n;;;f;f;;h;u
e;7.65;f;;p;f;x;c;w;7.55;17.72;;s;w;;;f;f;;d;a
p;4.86;c;i;y;f;;c;r;5.94;5.82;;;w;;;f;f;;d;a
e;10.76;f;y;w;f;e;c;k;22.19;13.12;;s;w;;;t;e;;d;a
e;5.91;x;h;n;f;x;c;w;5.87;5.69;;s;n;;;t;r;;d;a
p;15.86;s;k;n;f;d;c;y;5.73;34.78;;k;k;;;f;f;;d;u
p;9.01;s;t;p;t;d;c;p;8.36;14.07;;;p;;;t;f;;d;u
e;10.98;x;i;n;t;e;;p;9.37;18.9;;y;w;;;t;p;;d;a
p;0.49;x;g;y;f;;;y;3.59;0.76;;;y;;;f;f;;d;a
e;1.46;c;g;n;f;a;;g;5.01;1.42;;;g;;;f;f;;l;a
p;2.41;s;w;o;t;d;c;n;2.99;4.75;;;n;;;f;f;;d;a
p;1.51;b;h;n;f;a;;n;3.98;1.19;;t;n;;;f;f;;d;u
p;3.55;s;d;w;f;a;d;w;3.43;2.67;;h;w;;;f;f;;g;u
p;3.54;b;t;n;f;;;n;8.01;5.9;;;w;;;t;;k;g;a
e;2.02;x;s;w;f;d;d;w;2.72;4.8;;;w;;;f;f;;m;w
p;6.76;s;d;e;t;d;c;y;5.94;8.84;;;e;;;f;f;;d;a
e;6.33;x;d;n;t;p;;r;4.86;11.26;;;e;;;f;f;;d;u
p;2.57;s;w;n;t;d;c;y;3.35;6.19;;;n;;;f;f;;d;a
e;1.59;x;g;n;f;d;;w;6.36;1.85;;t;y;;;f;f;;d;a
p;2.08;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
p;21.24;f;k;w;t;d;d;n;8.42;38.14;;;w;;;f;f;;d;a
e;3.4;x;d;n;f;p;;e;4.37;10.26;;;n;;;f;f;;d;a
p;2.27;b;g;n;f;;c;n;6.6;2.96;;;n;;;f;f;;g;u
e;15.42;x;y;n;t;e;;w;9.64;17.24;;;w;;;t;;;d;a
e;4.81;x;s;o;f;p;;n;5.9;12.55;;;n;;;f;f;;d;a
e;4.53;s;l;n;f;f;f;f;7.47;64.8;;;n;;;f;f;g;d;u
p;2.21;b;;n;f;a;;g;4.8;1.83;;s;g;;;f;f;;d;u
e;4.33;f;y;n;f;e;c;p;4.23;12.27;;;w;;;t;l;;w;u
e;14.99;x;e;n;t;e;;w;11.69;19.59;;;w;;;t;;;g;a
p;10.99;x;;n;f;p;;p;11.21;32.9;c;;n;;;f;f;w;d;u
p;1.64;b;h;n;f;a;;n;5.16;1.59;;t;n;;;f;f;;d;s
p;2.8;x;k;w;f;s;;p;3.79;2.75;;;n;;;f;f;p;g;a
e;5.05;x;s;n;f;x;c;w;6.95;9.65;;s;n;;;f;f;;l;w
e;4.65;x;;n;f;x;c;n;7.71;7.76;b;;n;;w;t;;;g;a
p;1.19;x;s;y;f;f;f;f;3.24;6.16;;;y;;;f;f;;d;a
p;4.14;x;t;n;f;s;c;n;4.99;8.89;;;w;;n;t;z;;d;u
p;5.03;x;;p;f;;c;w;4.14;13.21;;;y;;;f;f;;d;a
e;16.64;x;t;n;f;p;;w;20.38;78.28;;;n;;;f;f;;d;u
p;4.51;x;t;n;f;s;c;p;6.29;9.03;;;w;;n;t;z;;d;u
e;7.83;f;d;w;f;s;c;w;8.09;31.16;;;w;;;f;f;;m;u
e;10.3;s;;w;t;d;c;p;6.05;26.29;;;w;;;f;f;;d;u
p;7.13;x;e;e;f;a;;n;7.53;10.04;;;n;;w;t;z;;d;a
e;9.98;x;s;n;t;p;;n;7.47;17.61;;;n;;w;t;p;;d;a
e;1.23;x;g;y;f;a;;w;5.59;2.05;;t;y;;;f;f;;d;a
e;4.05;f;;w;f;x;c;w;6.53;4.33;;;w;;;f;f;;d;a
p;7.78;p;y;n;f;;;k;17.64;18.68;;;w;;;f;f;;d;a
e;3.71;b;g;n;f;x;d;w;5.2;3.34;;;y;;;f;f;;g;a
e;1.52;c;g;n;f;a;;w;4.48;1.23;;;g;;;f;f;;d;a
p;15.73;f;s;n;f;d;c;y;5.39;32.27;;k;k;;;f;f;;d;a
p;5.1;x;s;y;f;a;c;y;6.03;7.46;;g;o;;;f;f;;g;u
p;1.42;x;;n;f;;;n;5.19;2.45;;s;n;;;f;f;k;g;u
e;9.16;f;s;u;f;a;c;w;4.16;15.94;;;w;;;f;f;;d;u
p;10.2;x;y;n;f;a;c;y;10.62;10.49;;y;n;;;t;;;d;u
e;3.33;f;y;n;f;d;d;p;6.79;3.77;;i;n;;;f;f;;h;u
p;3.43;o;;k;f;f;f;f;3.77;15.91;;g;g;;;f;f;;d;u
e;6.52;x;;y;f;e;;w;5.96;12.4;b;;w;u;y;t;g;;d;u
p;2.14;b;;k;f;a;;k;7.56;2.28;;;n;;w;f;f;k;g;a
e;5.54;f;;n;f;x;c;w;5.87;15.48;;s;w;;;f;f;;d;a
p;3.01;x;d;w;f;d;d;p;2.67;2.36;;h;w;;;f;f;;g;u
p;8.07;x;i;y;f;a;c;n;7.74;7.95;;i;n;;k;t;z;k;g;a
e;6.73;o;;n;f;;;w;3.4;21.66;;;n;;;f;f;;d;a
p;10.63;x;;n;f;p;;p;10.86;33.73;c;;n;;;f;f;p;d;u
p;2.16;x;s;g;f;d;c;w;2.79;6.43;;;w;;;f;f;;g;u
p;7.93;x;i;y;f;a;c;k;8.89;8.86;;i;n;;k;t;z;k;d;a
p;4.88;s;k;y;f;p;;n;3.54;6.41;;k;n;;;t;f;;d;u
p;2.23;x;g;n;f;a;;w;7.78;2.41;;;n;;;f;f;;d;a
p;8.62;x;i;n;f;a;;n;9.85;16.18;s;;n;;e;f;f;;d;a
p;9.97;f;;w;f;x;c;w;9.43;12.6;r;i;w;;;f;f;;h;u
e;0.88;b;g;w;f;;;g;2.89;1.49;;;w;;;f;f;;d;a
e;1.56;c;g;n;f;a;;w;4.99;1.34;;;g;;;f;f;;d;u
p;2.75;c;;u;f;a;c;w;3.99;3.53;;i;u;;;f;f;;p;u
p;6.38;x;s;g;t;s;d;w;7.82;16.94;r;y;n;;;f;f;;d;a
e;4.97;s;;n;f;d;c;w;3.8;7.88;;s;w;;;f;f;;d;a
p;4.77;o;s;y;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;w
p;6.9;f;;y;f;x;c;n;6.38;11.82;;;w;;;f;f;;d;u
e;8.56;x;s;w;f;s;c;w;6.92;29.52;;;w;;;f;f;;m;s
p;3.56;c;i;y;f;;c;r;5.72;6.77;;;w;;;f;f;;d;u
p;16.26;s;k;w;t;d;d;n;8.63;33.06;;;w;;;f;f;;d;u
p;2.93;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
e;15.31;x;e;n;f;a;c;w;7.18;26.16;s;;w;;;f;f;;d;a
p;3.84;b;t;n;f;x;c;p;5.71;4.59;;i;n;;;f;f;;d;u
e;4.12;s;;n;f;d;c;w;3.36;6.57;;s;w;;;f;f;;h;a
e;17.87;p;d;n;f;p;;w;14.74;33.94;s;y;w;;;f;f;;d;u
e;4.38;x;s;p;f;a;c;e;5.8;7.63;;;o;;;f;f;;g;u
p;10.32;x;t;n;f;a;d;w;9.75;27.45;;;w;;;f;f;;d;a
e;4.03;s;d;u;t;d;c;p;3.83;5.57;;;n;;;f;f;;d;u
p;3.29;x;t;n;f;s;c;p;5.09;7.59;;;w;;n;t;z;;d;u
p;6.59;f;w;e;f;x;;w;12.13;6.85;r;g;n;;;f;f;;d;u
p;12.11;x;e;y;t;p;;e;8.42;27.71;;;u;;;f;f;;d;a
e;13.26;x;e;g;f;a;c;w;9.78;28.81;s;;w;;;f;f;;d;w
p;8.49;p;;n;f;p;;p;9.2;28.95;c;;n;;;f;f;w;d;u
e;2.9;f;h;n;f;;c;k;5.39;6.17;;s;w;;w;f;f;k;d;u
e;3.01;f;d;p;t;d;c;p;4.19;5.05;;;n;;;f;f;;d;a
p;3.48;f;;u;f;a;;w;4.55;7.07;;;y;;;f;f;;d;a
e;11.78;p;s;w;f;e;c;w;19.82;12.26;;s;w;;;t;e;;g;w
p;8.51;f;d;e;t;d;c;w;5.61;8.18;;;n;;;f;f;;d;u
e;8.87;x;t;y;t;x;c;y;7.7;17.4;;;w;;;f;f;;d;a
p;1.27;f;s;y;f;f;f;f;2.76;5.15;;;y;;;f;f;;d;u
p;6.86;f;d;e;t;d;c;y;5.82;8.18;;;e;;;f;f;;d;a
p;2.58;x;g;n;f;a;;w;6.99;2.54;;;n;;;f;f;;d;u
p;5.43;x;t;n;f;s;;n;4.7;6.47;;y;n;;;f;f;;d;w
e;21.94;x;t;n;f;p;;y;17.21;75.49;;;n;;;f;f;;d;u
p;14.4;s;s;n;f;d;c;y;6.07;35.46;;k;k;;;f;f;;d;u
p;2.7;s;d;w;f;a;d;p;3.78;2.7;;h;w;;;f;f;;g;a
e;8.54;x;s;o;f;d;d;o;6.71;13.21;;;w;;;f;f;;d;w
e;7.28;x;;y;f;a;c;w;5.46;14.97;;;g;;;f;f;;d;u
p;3.7;b;t;n;f;x;c;p;5.67;3.92;;i;g;;;f;f;;g;a
e;5.48;x;i;n;f;e;c;p;4.17;12.39;;;w;;;t;l;;w;a
e;4.67;x;;w;f;a;;r;5.86;7.13;;;w;;;f;f;;d;u
e;48.63;o;y;y;f;p;;y;5.35;17.66;;k;k;;;f;f;;d;u
p;7.27;f;w;e;f;x;;w;10.19;6.93;r;g;n;;;f;f;;d;u
p;8.14;x;s;g;t;s;d;r;6.03;17.2;r;y;w;;;f;f;;d;u
e;4.27;x;d;n;t;p;;y;6.67;14.95;;;y;;;f;f;;d;a
e;2.95;f;y;n;f;a;d;p;8.11;4.36;;i;n;;;f;f;;h;u
e;12.08;x;;n;t;;;w;12.7;19.07;b;;w;u;w;t;g;;d;u
e;8.76;x;t;n;t;p;;y;7.75;17.76;;;n;;w;t;p;;d;u
p;1.92;b;;n;f;a;;g;5.07;1.9;;s;n;;;f;f;;d;u
p;4.98;b;d;n;f;a;c;n;5.1;5.84;;i;n;;;t;;;d;a
e;8.43;s;;n;f;;;w;4.08;20.2;;;n;;;f;f;;d;a
p;8.31;s;;o;t;d;;o;4.66;12.8;;;w;;;t;f;;d;a
p;9.76;x;;n;f;x;c;w;10.39;13.6;r;i;w;;;f;f;;h;a
p;4.0;b;h;n;f;;;n;8.9;6.2;;;w;;;t;;k;g;w
p;1.48;x;k;n;f;;;n;3.72;1.49;;;n;;;f;f;;d;w
p;15.53;x;s;w;f;s;;p;7.59;18.18;;i;n;;;f;f;;d;a
p;3.33;b;h;n;f;;;k;8.16;5.29;;;w;;;t;;k;g;w
e;10.44;x;;n;t;;;w;11.91;19.98;b;;w;u;w;t;g;;d;a
e;11.02;x;h;n;t;p;;y;7.37;17.29;;;n;;w;t;p;;d;a
p;4.66;o;t;w;f;;c;w;0.0;0.0;f;f;f;;;f;f;n;d;a
e;5.47;x;h;n;f;x;c;n;5.95;5.38;;s;n;;;t;r;;d;w
e;3.68;x;d;n;f;p;;y;4.37;9.65;;;n;;;f;f;;d;a
p;4.35;f;l;e;f;x;d;e;5.19;5.11;;;n;;;f;f;;l;u
e;1.55;f;y;n;f;a;d;p;6.43;2.9;;i;n;;;f;f;;l;u
p;1.5;b;g;y;f;;c;n;4.9;3.06;;;n;;;f;f;;d;u
e;3.86;s;;y;f;f;f;f;6.49;7.11;;;o;;;f;f;;d;a
e;6.14;x;h;y;t;x;c;y;6.3;12.18;;;w;;;f;f;;d;u
e;16.94;x;e;n;t;e;;w;10.64;18.19;;;w;;;t;;;g;a
e;8.0;x;;g;f;s;c;g;6.09;17.77;b;;u;;;f;f;;d;w
e;3.15;b;y;n;f;;c;n;6.02;3.21;;;w;;;f;f;;d;u
p;3.43;f;d;b;f;x;c;w;4.58;3.32;b;i;n;;;f;f;;d;u
e;4.08;x;s;w;f;d;d;w;4.13;6.77;;;w;;;f;f;;m;a
e;3.97;s;d;g;t;d;c;p;5.24;7.14;;;g;;;f;f;;d;a
p;3.54;x;d;w;f;a;d;w;3.27;2.5;;h;w;;;f;f;;g;u
p;1.02;x;g;w;f;a;d;w;3.18;1.5;;;e;;;f;f;;d;u
e;7.19;f;s;n;f;s;c;w;6.79;10.51;b;i;n;;;f;f;;l;a
p;0.62;f;;o;f;d;;o;3.99;0.92;;;y;;;f;f;w;g;a
p;8.91;x;s;n;f;s;;n;6.07;8.0;;y;n;;;f;f;;d;w
e;6.05;x;y;n;f;e;c;p;5.36;9.6;;y;n;;;f;f;;d;a
p;1.18;b;t;y;f;;c;g;3.77;2.54;;;n;;;t;f;;g;a
p;11.8;x;;g;f;e;;w;10.84;12.78;;;w;u;w;t;e;;d;a
e;4.17;x;k;n;f;p;;n;4.43;10.3;;;n;;;f;f;;d;a
e;5.46;o;;n;f;;;w;2.78;15.81;;;n;;;f;f;;d;u
e;8.84;s;;g;f;s;c;u;7.33;22.32;;;u;;;f;f;;d;a
p;4.91;c;i;y;f;;c;r;6.13;7.08;;;w;;;f;f;;d;a
p;1.82;f;t;r;f;a;;r;4.27;4.01;;t;r;;;f;f;;m;a
e;8.78;f;s;k;f;a;c;w;4.92;15.99;;;w;;;f;f;;d;a
p;3.47;x;s;y;f;;c;y;7.01;6.51;;;y;u;w;t;z;k;d;s
p;1.62;b;;g;f;a;;g;4.95;1.97;;s;n;;;f;f;;d;u
p;4.45;x;;e;f;;c;w;3.8;12.87;;;y;;;f;f;;d;a
e;9.15;x;e;l;f;x;c;w;8.45;19.95;;;w;;;f;f;;d;u
e;17.12;x;e;n;t;e;;w;10.7;18.68;;;w;;;t;;;d;u
p;2.55;f;t;n;f;;;n;8.01;3.45;;;y;;;f;f;;g;u
e;6.41;x;;n;f;x;c;w;6.66;15.11;;s;w;;;f;f;;d;a
e;4.98;f;;n;f;x;c;u;6.89;3.77;;;w;;;f;f;;d;u
p;15.3;s;k;w;t;d;d;w;5.8;25.96;;;w;;;f;f;;d;w
e;5.51;x;;y;f;a;c;y;4.48;10.79;;;w;;;f;f;;d;u
p;4.09;b;t;n;f;;;n;10.24;5.77;;;w;;;t;;k;g;w
p;3.08;b;;n;f;a;;n;9.52;2.53;;;g;;w;f;f;k;g;a
e;9.63;x;h;n;f;p;d;y;6.72;12.47;;s;n;;;f;f;;d;u
p;3.85;x;;b;f;x;;w;5.67;6.95;;;w;;;f;f;;d;a
e;4.79;s;l;w;f;d;;p;3.49;9.43;;;w;;;f;f;;g;a
p;3.52;s;w;o;t;d;c;n;4.07;6.9;;;n;;;f;f;;d;a
e;12.72;x;h;n;t;p;;y;8.96;22.73;;;n;;;f;f;;d;a
e;5.03;x;;w;f;e;;w;5.62;12.24;b;;y;u;w;t;g;;d;a
p;7.02;x;s;r;t;s;d;r;6.55;17.76;r;y;n;;;f;f;;d;u
e;9.1;x;s;n;f;e;c;p;9.14;11.01;;i;w;;;f;f;p;d;a
e;4.34;x;;y;f;a;c;o;5.23;10.72;;;w;;;f;f;;d;a
p;7.54;x;;g;t;x;;n;7.56;16.56;s;;u;;u;f;f;;d;a
p;2.05;p;t;n;f;a;c;n;6.75;2.39;;t;y;;;t;e;;m;a
e;8.01;x;;g;f;a;;w;7.12;13.44;;;w;;;f;f;;d;a
e;6.96;f;s;n;f;s;c;w;5.56;9.99;b;i;n;;;f;f;;g;a
e;6.46;x;y;n;f;e;c;w;5.35;10.15;;y;n;;;f;f;;d;u
p;6.16;x;s;e;f;e;;g;8.4;9.19;;;k;;;f;f;;m;u
p;7.99;o;e;y;f;;c;y;1.4;14.74;;;y;;;f;f;;d;a
p;8.28;f;w;p;f;s;c;p;4.17;9.57;;;p;;;f;f;;d;w
p;3.29;b;w;u;f;a;c;g;5.52;4.96;;s;u;;;f;f;;d;u
p;8.52;x;t;n;f;x;c;y;5.53;17.48;;;y;;;f;f;;d;a
e;9.71;p;i;n;t;e;;p;9.39;17.9;;y;w;;;t;p;;l;a
p;12.19;x;s;y;f;s;;y;7.77;17.24;;i;n;;;f;f;;d;a
e;4.85;f;y;n;f;s;;g;4.57;6.56;;;w;;;f;f;;d;a
p;3.04;f;;w;f;x;c;p;6.85;3.5;;;p;;;f;f;;d;u
p;8.87;x;e;n;f;a;;n;10.34;14.66;s;;n;;e;f;f;;h;a
p;1.5;x;g;n;f;d;d;n;2.05;2.59;;s;n;;;f;f;;h;u
e;8.59;x;t;n;t;p;;y;7.71;21.94;;;n;;;f;f;;d;a
p;5.97;b;s;g;f;;;k;10.14;13.16;;s;w;;;t;z;;d;s
p;3.32;b;w;u;f;a;c;u;5.79;6.85;;s;u;;;f;f;;d;u
e;5.36;x;y;n;f;s;;y;4.33;7.97;;;w;;;f;f;;d;u
p;1.66;p;t;n;f;a;c;n;5.19;2.3;;t;y;;;t;e;;m;u
e;15.17;x;e;y;f;x;c;w;8.6;22.83;;;w;;;f;f;;d;u
e;3.55;x;h;n;f;;c;n;4.99;6.29;;s;w;;w;f;f;k;d;u
e;5.0;x;;l;f;d;;r;6.47;8.52;;;r;;;f;f;;l;a
p;11.01;x;e;n;t;p;;e;9.46;30.62;;;e;;;f;f;;d;u
p;6.79;f;;r;f;x;c;n;6.06;11.56;;;w;;;f;f;;d;u
e;10.79;s;;g;f;s;c;b;7.6;20.8;;;b;;;f;f;;l;a
e;6.12;s;w;y;f;f;f;f;4.78;13.19;;;y;;;f;f;;d;u
p;7.85;x;i;y;f;a;c;n;8.19;8.2;;i;n;;k;t;z;k;d;a
e;1.36;x;s;y;f;d;;w;5.7;1.6;;t;y;;;f;f;;g;u
